Tournament link,Base url,Crawl date,Tournament id
https://ergebnisse.tanzsportkreis-sankt-augustin.de/2021/TSK_111221/,https://www.tanzsportkreis-sankt-augustin.de,,0
https://ergebnisse.tanzsportkreis-sankt-augustin.de/2014/TSK_220214/,https://www.tanzsportkreis-sankt-augustin.de,,1
https://ergebnisse.tanzsportkreis-sankt-augustin.de/2018/TSK_271018/,https://www.tanzsportkreis-sankt-augustin.de,,2
https://ergebnisse.tanzsportkreis-sankt-augustin.de/2016/TSK_291016/,https://www.tanzsportkreis-sankt-augustin.de,,3
https://ergebnisse.tanzsportkreis-sankt-augustin.de/2022/22-03-19_TSK_TnwPokal/,https://www.tanzsportkreis-sankt-augustin.de,,4
https://ergebnisse.tanzsportkreis-sankt-augustin.de/2014/TSK_230214/,https://www.tanzsportkreis-sankt-augustin.de,,5
https://ergebnisse.tanzsportkreis-sankt-augustin.de/2015/TSK_281115/,https://www.tanzsportkreis-sankt-augustin.de,,6
https://ergebnisse.tanzsportkreis-sankt-augustin.de/2022/22-08-07_TSK_Sommerturniere_sen/,https://www.tanzsportkreis-sankt-augustin.de,,7
https://ergebnisse.tanzsportkreis-sankt-augustin.de/2015/TSK_220215/,https://www.tanzsportkreis-sankt-augustin.de,,8
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/3le-sen1sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,9
https://ergebnisse.dancecomp.de/2022/28-0207_wdsfopenstdsen3/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,10
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dm_hgrsstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,11
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/glinde-sen3sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,12
https://www.gruen-weiss-aachen.de/files/ergebnisse/2023/2023-06-3le/3-1706_rl_hgrslat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,13
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/g55-2/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,14
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/l66-4/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,15
https://berlin-dance-festival.de/files/bdf/results/2023/5-0104_wdsfopenstdjun2/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,16
https://www.tanzsport.de/files/tanzsport/ergebnisse/2020/02-22.Deutsche.Meisterschaft.Junioren.II.B.Latein/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,17
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/dpsen3slat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,18
https://www.tanzsport.de/files/tanzsport/ergebnisse/2023/dm_mas1skombi/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,19
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/om-jun2bstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,20
https://ltvb.de/wp-content/uploads/results/13347/0-rl_mas3sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,21
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/dpsen2kombi/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,22
https://ergebnisse.dancecomp.de/2022/71-0307_wdsfopenstdsen1/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,23
https://www.tanzsport.de/files/tanzsport/ergebnisse/2023/dm_mas4sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,24
https://www.hessen-tanzt.de/media/ht2023/53-1305_wdsfintopenstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,25
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dm_hrgskombi/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,26
https://www.hessen-tanzt.de/media/ht2023/67-1405_wdsfopenstdyouth/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,27
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/dmjugalat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,28
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/dmjun2bkombi/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,29
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/dm_hgrsstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,30
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/dp_hgr2slat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,31
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/GOC-WDSF.Open.Senior.III.Standard/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,32
https://ltv-berlin.de/files/ltv/ergebnisse/2022/01-03_04_bdf/8-0304_rl_jun2bstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,33
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/dmjun2bstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,34
https://www.hessen-tanzt.de/media/ht2022/47-1505_wdsfopenlatjun2/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,35
https://www.tanzsport.de/files/tanzsport/ergebnisse/2023/ls66_230409/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,36
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/duesseldorf-hgrslat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,37
https://www.tanzsport.de/files/tanzsport/ergebnisse/2023/dm_hgrskombi/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,38
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dp_hgr2sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,39
https://www.tanzsport.de/files/tanzsport/ergebnisse/2023/dm_mas2sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,40
https://www.gruen-weiss-aachen.de/files/ergebnisse/2023/2023-06-3le/2-1706_rl_mas2sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,41
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/dpsen3kombi/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,42
https://hatv.de/wrapper/2023/RL_Glinde_2023/2-2201_rl_mas3sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,43
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/05-18.WDSF.Open.Senior.II.Standard/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,44
https://ergebnisse.ggcbremen.de/2022-06-03.DSF/62-0406_wdsfopenlatyouth/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,45
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dc_under21lat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,46
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/om-jun2blat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,47
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dm_sen2sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,48
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/l66-2/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,49
https://berlin-dance-festival.de/files/bdf/results/2023/8-0104_wdsfopenlatyouth/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,50
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/g55-4/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,51
https://www.tanzsport.de/files/tanzsport/ergebnisse/2023/dm_jugalat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,52
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/dmsen1kombi/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,53
https://ergebnisse.dancecomp.de/2023/33-0107_wdsfopenstdsen3/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,54
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/dp_sen3kombi/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,55
https://ltv-berlin.de/files/ltv/ergebnisse/2022/01-03_04_bdf/6-0304_rl_jugalat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,56
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/dmjun2blat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,57
https://www.tanzsport.de/files/tanzsport/ergebnisse/2020/01-19.DTV-Ranglistenturnier.Senioren.III.Standard/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,58
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/om-jugastd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,59
https://www.gruen-weiss-aachen.de/files/ergebnisse/3le-2022/19-1806_rl_hgrslat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,60
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dc_hgralat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,61
https://ergebnisse.ggcbremen.de/2023-06-02.Dance.Sport.Festival/48-0406_wdsfopenstdjun2/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,62
https://ergebnisse.tnw.de/vereine/912/2023-02-25/0-2502_rl_hgrsstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,63
https://www.tanzsport.de/files/tanzsport/ergebnisse/2023/dm_mas1slat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,64
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/dc_under21std/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,65
https://www.hessen-tanzt.de/media/ht2023/43-1305_wdsfopenstdjun2/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,66
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/dm_sen1sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,67
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/dmhgrsstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,68
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/GOC-WDSF.GrandSlam.Standard/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,69
https://www.hessen-tanzt.de/media/ht2022/52-1505_wdsfintopenlat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,70
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/duesseldorf-sen2sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,71
https://www.tanzsport.de/files/tanzsport/ergebnisse/2020/01-18.DTV-Ranglistenturnier.Senioren.II.Standard/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,72
https://ergebnisse.tnw.de/vereine/912/2023-02-25/1-2502_rl_mas2sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,73
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/1010_rl_sen1sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,74
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/dm_sen1kombi/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,75
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/ht-hgrsstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,76
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dm_jugalat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,77
https://www.tanzsport.de/files/tanzsport/ergebnisse/2020/02-22.Deutschlandpokal.Junioren.I.B.Latein/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,78
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/dm_sen2sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,79
https://ergebnisse.ggcbremen.de/2022-06-03.DSF/94-0506_wdsfopenstdyouth/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,80
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/l66-5/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,81
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dm_jugakombi/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,82
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/GOC-Junior.II.Open.Standard/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,83
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/dp_kinclat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,84
https://www.tanzsport.de/files/tanzsport/ergebnisse/2023/dc_hgralat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,85
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/dp_hgr2sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,86
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/glinde-sen2sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,87
https://ergebnisse.dancecomp.de/2023/4-3006_wdsfopenstdsen2/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,88
https://ergebnisse.ggcbremen.de/2023-06-02.Dance.Sport.Festival/59-0406_wdsfopenlatjun2/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,89
https://berlin-dance-festival.de/files/bdf/results/2023/11-0204_wdsfopenlatjun2/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,90
https://www.tanzsport.de/files/tanzsport/ergebnisse/2023/dm_kinclat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,91
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/GOC-WDSF.Open.Youth.Latin/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,92
https://www.tanzsport.de/files/tanzsport/ergebnisse/2023/dm_mas2slat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,93
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dm_jun2kombi/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,94
https://ergebnisse.ggcbremen.de/2023-06-02.Dance.Sport.Festival/49-0406_wdsfopenstdyouth/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,95
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/0910_rl_hgrslat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,96
https://www.tanzsport.de/files/tanzsport/ergebnisse/2020/02-15.DTV-Ranglistenturnier.Hauptgruppe.Standard/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,97
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dp_sen3skombi/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,98
https://ergebnisse.ggcbremen.de/2022-06-03.DSF/59-0406_wdsfopenstdjun2/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,99
https://ltvb.de/wp-content/uploads/results/13347/1-rl_hgrsstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,100
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/dp_sen3slat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,101
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dp_jun1bstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,102
https://www.tanzsport.de/files/tanzsport/ergebnisse/2023/dm_mas3slat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,103
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/dp_sen2slat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,104
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/duesseldorf-sen1sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,105
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/l66-2/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,106
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/dpu21std/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,107
https://ltv-berlin.de/files/ltv/ergebnisse/2022/01-03_04_bdf/0-0104_rl_sen3sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,108
https://www.hessen-tanzt.de/media/ht2023/72-1405_wdsfopenstdsen2/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,109
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/dmhgrkombi/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,110
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/l66-3/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,111
https://www.tanzsport.de/files/tanzsport/ergebnisse/2023/dm_jun1blat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,112
https://ergebnisse.tnw.de/vereine/912/2023-02-25/3-2602_rl_mas1sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,113
https://www.tanzsport.de/files/tanzsport/ergebnisse/2023/dm_jun2blat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,114
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dp_sen3sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,115
https://ergebnisse.dancecomp.de/2022/68-0307_wdsfworldopenstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20,116
